review_notes,cause,match_en,quality,class,definition,google_translate_to_en,en_osa,en_dl,compare_en,clase,definición,google_translate_to_es,compare_es,en_qgram.1,en_qgram.4,en_cos.1,en_cos.4,en_jaccard.1,en_jaccard.4
,,,,http://purl.obolibrary.org/obo/DOID_0050558,"A congenital muscular dystrophy that is characterized by muscle weakness and respiratory depression and has_material_basis_in mutation in the COL6A1, COL6A2 and COL6A3 that produce components of type VI collagen.","A congenital muscular dystrophy that is characterized by muscle weakness and respiratory depression and has_its_base_material_mutation in COL6A1,COL6A2 and COL6A3 that produce components of type VI collagen.",0.9056603773584906,0.9056603773584906,,http://purl.obolibrary.org/obo/DOID_0050558,"Una distrofia muscular congénita que se caracteriza por debilidad muscular y depresión respiratoria y tiene_su_base_material_en mutación en los COL6A1,COL6A2 y COL6A3 que producen componentes del colágeno tipo VI.","Una distrofia muscular congénita que se caracteriza por debilidad muscular y depresión respiratoria y tiene una mutación en COL6A1, COL6A2 y COL6A3 que producen componentes del colágeno tipo VI.",,0.9832935560859188,0.9007263922518159,0.9982219223497716,0.9176555028164349,1,0.8095238095238095
,,,,http://purl.obolibrary.org/obo/DOID_0050559,"A congenital muscular dystrophy-dystroglycanopathy type A that is characterized by muscle weakness, failure to thrive, severe intellectual and developmental disability, impaired vision and cardiac abnormalities and has_material_basis_in mutation in the FKTN gene that produces the fukutin protein.","A congenital muscular dystrophy-dystroglycanopathy type A that is characterized by muscle weakness, developmental delay, severe intellectual and developmental disabilities, vision problems, and heart abnormalities and has a mutation in the FKTN gene that produces the protein fukutin.",0.7744107744107744,0.7744107744107744,,http://purl.obolibrary.org/obo/DOID_0050559,"Una distrofia muscular congénita-distroglicanopatía tipo A que se caracteriza por debilidad muscular, retraso en el desarrollo, discapacidad intelectual y del desarrollo grave, problemas de visión y anomalías cardiacas y tiene_su_base_material_en mutación en el gen FKTN que produce la proteína fukutina.","Una distrofia-distroglicanopatía muscular congénita tipo A que se caracteriza por debilidad muscular, retraso del crecimiento, discapacidad intelectual y del desarrollo grave, problemas de visión y anomalías cardíacas y tiene una mutación en el gen FKTN que produce la proteína fukutina.",,0.9500860585197934,0.7721739130434783,0.9910241833867736,0.8114950260304721,0.9696969696969697,0.6466876971608833
,,,,http://purl.obolibrary.org/obo/DOID_0111229,"A congenital muscular dystrophy-dystroglycanopathy characterized by cobblestone lissencephaly, muscle weakness, and brain and eye anomalies that has_material_basis_in autosomal recessive inheritance a defect in alpha-dystroglycan post-translational processing.","A congenital muscular dystrophy-dystroglycanopathy characterized by cobblestone lissencephaly, muscle weakness, and brain and eye abnormalities that has_its_material_base_in autosomal recessive inheritance a defect in the post-translational processing of alpha-dystroglycan.",0.8211678832116789,0.8211678832116789,,http://purl.obolibrary.org/obo/DOID_0111229,"Una distrofia muscular congénita-distroglicanopatía caracterizada por lisencefalia en empedrado, debilidad muscular y anomalías cerebrales y oculares que tiene_su_base_material_en la herencia autosómica recesiva un defecto en el procesamiento postraduccional del alfa-distroglicano.","Una distrofia-distroglicanopatía muscular congénita caracterizada por lisencefalia en adoquines, debilidad muscular y anomalías cerebrales y oculares que tiene una base material en la herencia autosómica recesiva y un defecto en el procesamiento postraduccional del alfa-distroglicano.",,0.9737827715355806,0.9015151515151515,0.9984062718094707,0.9175342965008829,1,0.8127340823970037
,,,,http://purl.obolibrary.org/obo/DOID_0050560,"A congenital muscular dystrophy that is characterized by hypotonia, seizures, severe intellectual and developmental disability, eye abnormalities and early death and has_material_basis_in mutations in multiple genes including POMT1, POMT2, ISPD, FKTN, FKRP, and LARGE1.","A congenital muscular dystrophy characterized by hypotonia, seizures, severe intellectual and developmental disabilities, ocular abnormalities, and premature death and has_its_material_base_in mutations in multiple genes, including POMT1,POMT2,ISPD, FKTN, FKRP, and LARGE1.",0.8754578754578755,0.8754578754578755,,http://purl.obolibrary.org/obo/DOID_0050560,"Una distrofia muscular congénita que se caracteriza por hipotonía, convulsiones, discapacidad intelectual y del desarrollo grave, anomalías oculares y muerte prematura y tiene_su_base_material_en mutaciones en múltiples genes, incluidos POMT1,POMT2,ISPD, FKTN, FKRP y LARGE1.","Una distrofia muscular congénita que se caracteriza por hipotonía, convulsiones, discapacidad intelectual y del desarrollo grave, anomalías oculares y muerte prematura y tiene mutaciones en múltiples genes, incluidos POMT1, POMT2, ISPD, FKTN, FKRP y LARGE1.",,0.963099631,0.8171641791044776,0.9943768056925444,0.8361944545014771,1,0.7079037800687286
,,,,http://purl.obolibrary.org/obo/DOID_0050567,"A physical disorder that is characterized by cleft lip and/or cleft palate that result in feeding, speech and hearing problems caused by failures during development.","Physical disorder characterized by the presence of a cleft lip and/or palate that gives rise to feeding, speech and hearing problems caused by failures during development.",0.736842105,0.736842105,,http://purl.obolibrary.org/obo/DOID_0050567,"Trastorno físico que se caracteriza por la presencia de labio leporino y/o paladar hendido que dan lugar a problemas de alimentación, habla y audición causados por fallos durante el desarrollo.","Un trastorno físico que se caracteriza por labio hendido y/o paladar hendido que resulta en problemas de alimentación, habla y audición causados ​​por fallas durante el desarrollo.",,0.9464285714285714,0.7696969696969697,0.9920191631165215,0.7936658222150214,0.9259259259259259,0.6368421052631579
,,,,http://purl.obolibrary.org/obo/DOID_0050570,A congenital disorder of glycosylation characterized by under-glycosylated serum glycoproteins.,Congenital disorder of glycosylation characterized by underglycosylated serum glycoproteins.,0.9578947368421052,0.9578947368421052,,http://purl.obolibrary.org/obo/DOID_0050570,Trastorno congénito de la glicosilación caracterizado por glicoproteínas séricas infraglucosiladas.,Un trastorno congénito de la glicosilación caracterizado por glicoproteínas séricas poco glicosiladas.,,0.9732620320855615,0.9392265193370166,0.9956594511641788,0.9520467648266259,0.88,0.872093023
,,,,http://purl.obolibrary.org/obo/DOID_5212,A carbohydrate metabolic disorder that involves deficient or defective glycosylation of a variety of tissue proteins and/or lipids.,Carbohydrate metabolic disorder involving deficient or defective glycosylation of various proteins and/or tissue lipids.,0.7633587786259541,0.7633587786259541,,http://purl.obolibrary.org/obo/DOID_5212,Trastorno metabólico de los hidratos de carbono que implica una glicosilación deficiente o defectuosa de diversas proteínas y/o lípidos tisulares.,Un trastorno metabólico de los carbohidratos que implica una glicosilación deficiente o defectuosa de una variedad de proteínas y/o lípidos tisulares.,,0.9163346613545816,0.7836734693877551,0.9853098918452273,0.7899047916248723,0.92,0.6462585034013606
,,,,http://purl.obolibrary.org/obo/DOID_0050571,A congenital disorder of glycosylation that involves malfunctioning trimming or processing of the protein-bound oligosaccharide chain.,A congenital disorder of glycosylation that involves a malfunction of trimming or processing of the oligosaccharide chain attached to the protein.,0.7191780821917808,0.7191780821917808,,http://purl.obolibrary.org/obo/DOID_0050571,Un trastorno congénito de la glicosilación que implica un mal funcionamiento del recorte o procesamiento de la cadena de oligosacáridos unida a la proteína.,Un trastorno congénito de la glicosilación que implica un mal funcionamiento del recorte o procesamiento de la cadena de oligosacáridos unida a proteínas.,,0.9071428571428571,0.8248175182481752,0.981023811,0.8469257208241591,0.9166666666666666,0.72
,,,,http://purl.obolibrary.org/obo/DOID_0050585,"A lipodystrophy that is characterized by extreme scarcity of subcutaneous fat, muscular hypertrophy, fatty liver, hypertriglyceremia and metabolic complications including insulin resistance.","A lipodystrophy characterized by an extreme lack of subcutaneous fat, muscle hypertrophy, fatty liver, hypertriglyceridemia, and metabolic complications, including insulin resistance.",0.8736842105263158,0.8736842105263158,,http://purl.obolibrary.org/obo/DOID_0050585,"Una lipodistrofia que se caracteriza por una escasez extrema de grasa subcutánea, hipertrofia muscular, hígado graso, hipertrigliceridemia y complicaciones metabólicas, incluida la resistencia a la insulina.","Una lipodistrofia que se caracteriza por una extrema escasez de grasa subcutánea, hipertrofia muscular, hígado graso, hipertrigliceremia y complicaciones metabólicas, incluida la resistencia a la insulina.",,0.9436997319034852,0.8065395095367848,0.9935198580020499,0.8239456445833601,0.9629629629629629,0.6619047619047619
,,,,http://purl.obolibrary.org/obo/DOID_0050588,"A congenital muscular dystrophy characterized by muscle weakness, cognitive impairment and brain abnormalities and has_material_basis_in mutation to the POMT1 gene that encodes O-mannosyltransferase.","A congenital muscular dystrophy characterized by muscle weakness, cognitive impairment and brain abnormalities and has a mutation in the POMT1 gene that encodes O-mannosyltransferase.",0.9045226130653267,0.9045226130653267,,http://purl.obolibrary.org/obo/DOID_0050588,"Una distrofia muscular congénita caracterizada por debilidad muscular, deterioro cognitivo y anomalías cerebrales y tiene_su_base_material_en mutación en el gen POMT1 que codifica la O-manosiltransferasa.","Una distrofia muscular congénita caracterizada por debilidad muscular, deterioro cognitivo y anomalías cerebrales y que tiene una mutación en el gen POMT1 que codifica la O-manosiltransferasa.",,0.9528795811518325,0.9042553191489362,0.9949541402770679,0.9095791490932459,0.9705882352941176,0.8258706467661692
,,,,http://purl.obolibrary.org/obo/DOID_0112375,"A muscular dystrophy-dystroglycanopathy characterized by early onset of muscle weakness, intellectual disability in most cases, and variable presence of mild brain anomalies.","A muscular dystrophy-dystroglycanopathy characterized by the early onset of muscle weakness, intellectual disability in most cases, and variable presence of mild brain abnormalities.",0.9560439560439561,0.9560439560439561,,http://purl.obolibrary.org/obo/DOID_0112375,"Una distrofia-distroglicanopatía muscular caracterizada por la aparición temprana de debilidad muscular, discapacidad intelectual en la mayoría de los casos y presencia variable de anomalías cerebrales leves.","Una distrofia muscular-distroglicanopatía caracterizada por la aparición temprana de debilidad muscular, discapacidad intelectual en la mayoría de los casos y presencia variable de anomalías cerebrales leves.",,0.9775280898876404,0.9257142857142857,0.998387926,0.9314255546884147,1,0.856353591
,,,,http://purl.obolibrary.org/obo/DOID_0050590,A neutropenia characterized by a maturation arrest of granulopoiesis at the level or promyelocytes and early onset of severe bacterial infections.,A neutropenia characterized by an arrest in the maturation of granulopoiesis at the level of promyelocytes and the early appearance of serious bacterial infections.,0.7621951219512195,0.7621951219512195,,http://purl.obolibrary.org/obo/DOID_0050590,Una neutropenia caracterizada por una detención de la maduración de la granulopoyesis a nivel de los promielocitos y la aparición precoz de infecciones bacterianas graves.,Neutropenia caracterizada por una detención de la maduración de la granulopoyesis a nivel de los promielocitos y la aparición temprana de infecciones bacterianas graves.,,0.935483871,0.7631578947368421,0.9949995826864034,0.7753312323930325,1,0.6271186440677966
,,,,http://purl.obolibrary.org/obo/DOID_0050593,"A glaucoma that is characterized by damage to the optic nerves that reduces peripheral vision and leads to blindness, has_material_basis_in mutation in the MYOC gene and appears before the age of 5 without other associated abnormalities.","A glaucoma that is characterized by damage to the optic nerves that reduces peripheral vision and leads to blindness, has a mutation in the MYOC gene and appears before the age of 5 without other associated anomalies.",0.9113924050632911,0.9113924050632911,,http://purl.obolibrary.org/obo/DOID_0050593,"Un glaucoma que se caracteriza por daños en los nervios ópticos que reducen la visión periférica y conducen a la ceguera, tiene_su_base_material_en mutación en el gen MYOC y aparece antes de los 5 años sin otras anomalías asociadas.","Un glaucoma que se caracteriza por un daño en los nervios ópticos que reduce la visión periférica y conduce a la ceguera, tiene una mutación en el gen MYOC y aparece antes de los 5 años sin otras anomalías asociadas.",,0.9515418502202643,0.9017857142857143,0.9948130368558359,0.9139076937674137,0.96875,0.8154506437768241
,,,,http://purl.obolibrary.org/obo/DOID_0050651,"A congenital heart septal defect characterized by an abnormal or inadequate fusion of the superior and inferior endocardial cushions with the mid portion of the atrial septum and the muscular portion of the ventricular septum, thus allowing extra blood to circulate the lungs.","Congenital cardiac septal defect characterized by abnormal or inadequate fusion of the upper and lower endocardial cushions with the middle portion of the atrial septum and the muscular portion of the ventricular septum, allowing excess blood to circulate through the lungs.",0.8442028985507246,0.8442028985507246,,http://purl.obolibrary.org/obo/DOID_0050651,"Defecto congénito del tabique cardiaco caracterizado por una fusión anormal o inadecuada de los cojines endocárdicos superior e inferior con la porción media del tabique auricular y la porción muscular del tabique ventricular, lo que permite que la sangre sobrante circule por los pulmones.","Comunicación congénita del tabique cardíaco caracterizada por una fusión anormal o inadecuada de las almohadillas endocárdicas superior e inferior con la porción media del tabique auricular y la porción muscular del tabique ventricular, lo que permite que sangre adicional circule por los pulmones.",,0.9563636363636363,0.8161764705882353,0.9965157500005055,0.8750024335941682,0.9310344827586207,0.6605166051660517
,,,,http://purl.obolibrary.org/obo/DOID_0050663,"A congenital muscular dystrophy that is characterized by myopathy and joint contractures that progresses slowly, has_material_basis_in autosomal dominant inheritance of heterozygous mutation in the COL6A1 gene, the COL6A2 gene, or the COL6A3 gene.","A congenital muscular dystrophy characterized by slowly progressing myopathy and joint contractures has_its_material_base_in an autosomal dominant inheritance of heterozygous mutation in the COL6A1 gene, the COL6A2 gene, or the COL6A3 gene.",0.7773279352226721,0.7773279352226721,,http://purl.obolibrary.org/obo/DOID_0050663,"Una distrofia muscular congénita que se caracteriza por miopatía y contracturas articulares que progresa lentamente, tiene_su_base_material_en una herencia autosómica dominante de mutación heterocigótica en el gen COL6A1,el gen COL6A2 o el gen COL6A3.","Una distrofia muscular congénita que se caracteriza por miopatía y contracturas articulares que progresa lentamente, tiene base_material_en herencia autosómica dominante de mutación heterocigótica en el gen COL6A1, el gen COL6A2 o el gen COL6A3.",,0.9691991786447639,0.8731808731808732,0.9966305011258683,0.8912560501046185,1,0.763265306
,,,,http://purl.obolibrary.org/obo/DOID_0050674,A steroid inherited metabolic disorder characterized by abnormal conversion of cholesterol into bile acids which occurs predominantly in the liver.,Steroid-inherited metabolic disorder characterized by an abnormal conversion of cholesterol to bile acids that occurs predominantly in the liver.,0.9115646258503401,0.9115646258503401,,http://purl.obolibrary.org/obo/DOID_0050674,Trastorno metabólico heredado de los esteroides caracterizado por una conversión anormal del colesterol en ácidos biliares que se produce predominantemente en el hígado.,Un trastorno metabólico heredado por esteroides caracterizado por una conversión anormal del colesterol en ácidos biliares que ocurre predominantemente en el hígado.,,0.952054795,0.8601398601398601,0.9934430667492113,0.8630946833531258,0.8461538461538461,0.7577639751552795
,,,,http://purl.obolibrary.org/obo/DOID_0050734,A vitamin B12 deficiency that is characterized by megaloblastic anemia due to the absence of gastric intrinsic factor which results in abnormal vitamin B12 absorption.,Vitamin B12 deficiency characterized by megaloblastic anemia due to the absence of gastric intrinsic factor that causes abnormal absorption of vitamin B12.,0.7305389221556886,0.7305389221556886,,http://purl.obolibrary.org/obo/DOID_0050734,Deficiencia de vitamina B12 que se caracteriza por una anemia megaloblástica debida a la ausencia del factor intrínseco gástrico que provoca una absorción anormal de la vitamina B12.,Una deficiencia de vitamina B12 que se caracteriza por anemia megaloblástica debido a la ausencia del factor intrínseco gástrico que resulta en una absorción anormal de vitamina B12.,,0.937888199,0.8164556962025317,0.9934013327606126,0.837925362,0.896551724,0.6914285714285714
,,,,http://purl.obolibrary.org/obo/DOID_10907,A congenital nervous system abnormality that is characterized by a significantly smaller than normal head in infants.,Congenital anomaly of the nervous system characterized by a significantly smaller head than normal in babies.,0.6068376068376069,0.6068376068376069,,http://purl.obolibrary.org/obo/DOID_10907,Anomalía congénita del sistema nervioso que se caracteriza por una cabeza significativamente más pequeña de lo normal en los bebés.,Una anomalía congénita del sistema nervioso que se caracteriza por una cabeza significativamente más pequeña de lo normal en los bebés.,,0.9203539823008849,0.6636363636363636,0.9871436274030245,0.6771078943018073,0.9166666666666666,0.5104895104895105
,,,,http://purl.obolibrary.org/obo/DOID_0050811,A steroid inherited metabolic disorder that is characterized by adrenal insufficiency and variable degrees of hyper or hypo androgeny manifestations resulting from steroidogenic enzyme deficiency.,An inherited steroid metabolic disorder characterized by adrenal insufficiency and varying degrees of hyper- or hypoandrogenic manifestations resulting from steroidogenic enzyme deficiency.,0.846938776,0.846938776,,http://purl.obolibrary.org/obo/DOID_0050811,Trastorno metabólico heredado de esteroides que se caracteriza por insuficiencia suprarrenal y grados variables de manifestaciones de hiper o hipoandrogenia resultantes de la deficiencia de enzimas esteroidogénicas.,Un trastorno metabólico heredado por esteroides que se caracteriza por insuficiencia suprarrenal y grados variables de manifestaciones de hiper o hipoandrogenia resultantes de la deficiencia de enzimas esteroidogénicas.,,0.9558441558441558,0.8443271767810027,0.9951651883806851,0.8656238570411896,0.96,0.736318408
,,,,http://purl.obolibrary.org/obo/DOID_0050813,"A spondyloepiphyseal dysplasia that is characterized by short stature of prenatal onset, joint dislocations (knees, hips, radial heads), club feet, and limitation of range of motion that can involve all large joints.","A spondyloepiphyseal dysplasia that is characterized by short stature of prenatal onset, joint dislocations (knees, hips, radial heads), club feet and limited range of motion that can affect all large joints.",0.9259259259259259,0.9259259259259259,,http://purl.obolibrary.org/obo/DOID_0050813,"Una displasia espondiloepifisaria que se caracteriza por baja estatura de inicio prenatal, luxaciones articulares (rodillas, caderas, cabezas radiales), pies zambos y limitación de la amplitud de movimiento que puede afectar a todas las grandes articulaciones.","Una displasia espondiloepifisaria que se caracteriza por estatura baja de inicio prenatal, dislocaciones de las articulaciones (rodillas, caderas, cabezas radiales), pies zambos y limitación del rango de movimiento que puede afectar a todas las articulaciones grandes.",,0.9622641509433962,0.8995215311004785,0.996019073,0.9112638241011228,0.9655172413793104,0.8287037037037037
,,,,http://purl.obolibrary.org/obo/DOID_0060259,"A physical disorder characterized by pancreatic fibrosis, renal dysplasia and hepatic dysgenesis; it is usual fatal soon after birth.","Physical disorder characterized by pancreatic fibrosis, renal dysplasia, and hepatic dysgenesis; usually fatal shortly after birth.",0.8721804511278195,0.8721804511278195,,http://purl.obolibrary.org/obo/DOID_0060259,"Trastorno físico caracterizado por fibrosis pancreática, displasia renal y disgenesia hepática ;que suele ser mortal poco después del nacimiento.","Un trastorno físico caracterizado por fibrosis pancreática, displasia renal y disgenesia hepática; suele ser mortal poco después del nacimiento.",,0.9318181818181819,0.8294573643410853,0.9884066033518983,0.8394384210560641,0.92,0.7006802721088435
,,,,http://purl.obolibrary.org/obo/DOID_0060261,A ptosis characterized by eyelid drop present at birth.,A ptosis characterized by the drooping of the eyelid present at birth.,0.6714285714285715,0.6714285714285715,,http://purl.obolibrary.org/obo/DOID_0060261,Una ptosis caracterizada por la caída del párpado presente al nacer.,Una ptosis caracterizada por la caída del párpado presente desde el nacimiento.,,0.88,0.7394957983193278,0.9815610204144711,0.7241388205442966,0.9047619047619048,0.6027397260273972
,,,,http://purl.obolibrary.org/obo/DOID_0060285,"An inherited neural tube defect that is characterized by enlarged openings in the parietal bones of the skull, has_material_basis_in mutation in the ALX4 gene or MSX2 gene.","Hereditary neural tube defect characterized by enlarged openings in the parietal bones of the skull, its material basis is the mutation of the ALX4 gene or the MSX2 gene.",0.8023255813953488,0.8023255813953488,,http://purl.obolibrary.org/obo/DOID_0060285,"Defecto hereditario del tubo neural que se caracteriza por aberturas agrandadas en los huesos parietales del cráneo, tiene_su_base_material_en la mutación del gen ALX4 o del gen MSX2.","Un defecto hereditario del tubo neural que se caracteriza por aberturas agrandadas en los huesos parietales del cráneo, tiene una mutación en el gen ALX4 o en el gen MSX2.",,0.935672515,0.7380952380952381,0.9893171449852398,0.7755546989593006,0.9393939393939394,0.6062176165803109
