subject_id	predicate_id	source_language	source_value	translation_language	translation_value	translator	translator_expertise	translation_date	translation_provider	translation_status	comment	synonym_type	status_history	source	source_version	type
DISDRIV:0000007	rdfs:label	en	deficiency of vitamin C	es	deficiencia de vitamina C	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/disdriv.owl	http://purl.obolibrary.org/obo/doid/releases/2024-04-30/imports/disdriv_import.owl	label
SYMP:0000000	IAO:0000115	en	Cellulitis is a musculoskeletal system symptom characterized as a diffuse and especially subcutaneous inflammation of connective tissue.	es	La celulitis es un síntoma del sistema musculoesquelético que se caracteriza por una inflamación difusa y especialmente subcutánea del tejido conjuntivo.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000005	IAO:0000115	en	A neurological and physiological symptom that is characterized by an inability to coordinate voluntary muscular movements that is symptomatic of some nervous disorders.	es	Un síntoma neurológico y fisiológico que se caracteriza por una incapacidad para coordinar los movimientos musculares voluntarios y que es sintomático de algunos trastornos nerviosos.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000006	IAO:0000115	en	A pain that is characterized by occurring in the lower back.	es	Un dolor que se caracteriza por producirse en la zona lumbar.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000007	IAO:0000115	en	A general symptom that is characterized as an act, instance, or result of being bled or the process by which something is bled: as a the escape of blood from vessels.	es	Un síntoma general que se caracteriza por ser un acto, instancia o resultado de ser sangrado o el proceso por el que algo es sangrado: como el escape de sangre de los vasos.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000009	IAO:0000115	en	A skin and integumentary tissue symptom that is characterized by a fluid-filled elevation of the epidermis.	es	Un síntoma de la piel y los tejidos tegumentarios que se caracteriza por una elevación de la epidermis llena de líquido.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000012	IAO:0000115	en	A vision symptom that is characterized by a decreased clarity or sharpness in vision, which can be caused by eye conditions myopia or hyperopia.	es	Un síntoma de la visión que se caracteriza por una disminución de la claridad o nitidez en la visión, que puede estar causada por afecciones oculares como la miopía o la hipermetropía.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000016	IAO:0000115	en	A balance symptom that is characterized by a disturbance of consciousness characterized by inability to engage in orderly thought or by lack of power to distinguish, choose, or act decisively.	es	Un síntoma de equilibrio que se caracteriza por una alteración de la consciencia caracterizada por la incapacidad para dedicarse a pensamientos ordenados o por la falta de poder para distinguir, elegir o actuar con decisión.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000020	IAO:0000115	en	A nutrition, metabolism, and development symptom that is characterized by an abnormal depletion of body fluids.	es	Un síntoma de nutrición, metabolismo y desarrollo que se caracteriza por una depleción anormal de los fluidos corporales.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000021	IAO:0000115	en	A neurological and physiological symptom that is characterized by a mental disturbance characterized by confusion, disordered speech, and hallucinations.	es	Un síntoma neurológico y fisiológico que se caracteriza por una alteración mental caracterizada por confusión, trastornos del habla y alucinaciones.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000022	IAO:0000115	en	A neurological and physiological symptom that is characterized by a chronic feeling of emptiness, sadness, or inability to feel pleasure that may appear to happen for no clear reason.  Additionally one may experience feelings of hopelessness, pessimism, irritability, frustration, or restlessness, guilt, worthlessness and thoughts of death or suicide.	es	Síntoma neurológico y fisiológico que se caracteriza por una sensación crónica de vacío, tristeza o incapacidad para sentir placer que puede parecer que ocurre sin una razón clara.  Además se pueden experimentar sentimientos de desesperanza, pesimismo, irritabilidad, frustración o inquietud, culpa, inutilidad y pensamientos de muerte o suicidio.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000023	IAO:0000115	en	A confusion that is characterized by an usually transient state of confusion especially as to time, place, or identity; often as a result of disease or drugs.	es	Una confusión que se caracteriza por un estado de confusión habitualmente transitorio, especialmente en cuanto al tiempo, el lugar o la identidad; a menudo como consecuencia de una enfermedad o de fármacos.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000024	IAO:0000115	en	A neurological and physiological symptom that is characterized by a feeling of being more sleepy than normal during the day. People who are drowsy may fall asleep in when they do not want to or at times which can lead to safety concerns.	es	Síntoma neurológico y fisiológico que se caracteriza por una sensación de estar más somnoliento de lo normal durante el día. Las personas somnolientas pueden quedarse dormidas cuando no lo desean o en momentos que pueden dar lugar a problemas de seguridad.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000025	IAO:0000115	en	A cough that is characterized by a lack of accompanied phlegm production.	es	Una tos que se caracteriza por la falta de producción de flema acompañada.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000030	IAO:0000115	en	A nervous system symptom that is characterized by a complete or partial loss of function especially when involving the power of motion or of sensation in any part of the body.	es	Un síntoma del sistema nervioso que se caracteriza por una pérdida total o parcial de la función especialmente cuando implica el poder de movimiento o de sensación en cualquier parte del cuerpo.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000038	IAO:0000115	en	A respiratory system and chest symptom that is characterized by being short or breath or out of air (dyspnea), with inflammation of the small intestine (enteritis).	es	Síntoma del aparato respiratorio y del tórax que se caracteriza por la falta de aire o de respiración (disnea), con inflamación del intestino delgado (enteritis).	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000039	IAO:0000115	en	Enteritis is a digestive system symptom involving the inflammation of the small intestines and especially of the human ileum.	es	La enteritis es un síntoma del sistema digestivo que implica la inflamación del intestino delgado y, en especial, del íleon humano.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000040	IAO:0000115	en	A urinary system symptom that is characterized by the presence of blood or blood cells in the urine.	es	Un síntoma del sistema urinario que se caracteriza por la presencia de sangre o células sanguíneas en la orina.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000041	IAO:0000115	en	A cardiovascular system symptom that is characterized by an acute loss of blood from a damaged blood vessel.	es	Un síntoma del sistema cardiovascular que se caracteriza por una pérdida aguda de sangre de un vaso sanguíneo dañado.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000056	IAO:0000115	en	A skin and integumentary tissue symptom that is characterized by an excess pigmentation in a bodily part or tissue, as the skin.	es	Síntoma cutáneo y de los tejidos tegumentarios que se caracteriza por un exceso de pigmentación en una parte del cuerpo o en un tejido, como la piel.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000061	IAO:0000115	en	Inflammation is a general symptom where there is a local response to cellular injury that is marked by capillary dilatation, leukocytic infiltration, redness, heat, pain, swelling, and often loss of function and that serves as a mechanism initiating the elimination of noxious agents and of damaged tissue.	es	La inflamación es un síntoma general en el que se produce una respuesta local a una lesión celular que se caracteriza por la dilatación capilar, la infiltración leucocítica, el enrojecimiento, el calor, el dolor, la hinchazón y, a menudo, la pérdida de función y que sirve como mecanismo que inicia la eliminación de los agentes nocivos y del tejido dañado.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000064	IAO:0000115	en	A pain that is characterized by a pain situated, or occurring, in or around a joint.	es	Un dolor que se caracteriza por estar situado, o producirse, en una articulación o alrededor de ella.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000075	IAO:0000115	en	A fatigue that is characterized by abnormal drowsiness.	es	Una fatiga que se caracteriza por una somnolencia anormal.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000079	IAO:0000115	en	A nervous system symptom that is characterized by the harmonious functioning of interrelated organs and body parts; in particular the working together of muscle groups in the execution of complicated movements.	es	Un síntoma del sistema nervioso que se caracteriza por el funcionamiento armonioso de órganos y partes del cuerpo interrelacionados; en particular, el trabajo conjunto de grupos musculares en la ejecución de movimientos complicados.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000089	IAO:0000115	en	A nervous system symptom that is characterized by an inflammation of the brain and meninges.	es	Síntoma del sistema nervioso que se caracteriza por una inflamación del cerebro y las meninges.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000090	IAO:0000115	en	A nervous system symptom that is characterized by inflammation of the brain tissue, which is typically caused by a viral infection, but it may also be caused by bacterial or parasitic infections, cancer, or certain drugs or toxins.	es	Un síntoma del sistema nervioso que se caracteriza por una inflamación del tejido cerebral, que suele estar causada por una infección vírica, pero también puede estar causada por infecciones bacterianas o parasitarias, cáncer o determinados fármacos o toxinas.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000091	IAO:0000115	en	An encephalitis that is not intense (not severe).	es	Una encefalitis que no es intensa (no grave).	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000092	IAO:0000115	en	A skin and integumentary tissue symptom that is characterized by an abnormal change in structure of the skin that is especially circumscribed and well defined due to injury or disease.	es	Un síntoma cutáneo y del tejido tegumentario que se caracteriza por un cambio anormal en la estructura de la piel especialmente circunscrito y bien definido debido a una lesión o enfermedad.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000098	IAO:0000115	en	A urinary system symptom that is characterized by the acute or chronic inflammation of the kidney affecting the structure (as of the glomerulus or parenchyma) and caused by infection, a degenerative process, or vascular disease.	es	Un síntoma del sistema urinario que se caracteriza por la inflamación aguda o crónica del riñón que afecta a la estructura (como del glomérulo o el parénquima) y está causada por una infección, un proceso degenerativo o una enfermedad vascular.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000099	IAO:0000115	en	A sensation perception that is characterized by an unpleasant sensation that usually indicates the body is threatened or damaged. The sensation may be sharp or dull, short-lived or chronic, intermittent or continual, confined to one area or spread over the entire body.	es	Una percepción sensorial que se caracteriza por una sensación desagradable que suele indicar que el cuerpo está amenazado o dañado. La sensación puede ser aguda o sorda, de corta duración o crónica, intermitente o continua, confinada a una zona o extendida por todo el cuerpo.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000102	IAO:0000115	en	A skin and integumentary tissue symptom that is characterized by an inflammation of the peritoneum.	es	Un síntoma de la piel y el tejido tegumentario que se caracteriza por una inflamación del peritoneo.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000107	IAO:0000115	en	A skin and integumentary tissue symptom that is characterized by an exudation of fluid from the blood or lymph into a pleural cavity.	es	Es un síntoma de la piel y los tejidos tegumentarios que se caracteriza por una exudación de líquido de la sangre o la linfa en una cavidad pleural.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000116	IAO:0000115	en	Prostration is a general symptom characterized by complete physical or mental exhaustion.	es	La postración es un síntoma general caracterizado por un completo agotamiento físico o mental.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000118	IAO:0000115	en	An abnormal chest sound that is characterized by the clicking, rattling, or crackling noises heard on auscultation of (listening to) the lung with a stethoscope during inhalation. The sounds are caused by the 'popping open' of small airways and alveoli collapsed by fluid, exudate, or lack of aeration during expiration. The word 'rales' derives from the French word rale meaning 'rattle'. Rales can be heard in patients with pneumonia, atelectasis, pulmonary fibrosis, acute bronchitis, or bronchiectasis. Pulmonary edema secondary to left-sided congestive heart failure can also cause rales.	es	Sonido torácico anormal que se caracteriza por los chasquidos, traqueteos o crepitaciones que se oyen al auscultar (escuchar) el pulmón con un estetoscopio durante la inhalación. Los ruidos están causados por el 'estallido' de las pequeñas vías respiratorias y los alvéolos colapsados por líquido, exudado o falta de aireación durante la espiración. La palabra ""estertor"" deriva del término francés rale que significa ""traqueteo"". Los estertores pueden oírse en pacientes con neumonía, atelectasia, fibrosis pulmonar, bronquitis aguda o bronquiectasias. El edema pulmonar secundario a la insuficiencia cardiaca congestiva izquierda también puede causar estertores.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000131	IAO:0000115	en	A joint pain that is characterized by a pain situated, or occurring, in or around a joint that is intense (severe).	es	Dolor articular que se caracteriza por un dolor intenso (intenso) situado en una articulación o alrededor de ella.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
