subject_id	predicate_id	source_language	source_value	translation_language	translation_value	translator	translator_expertise	translation_date	translation_provider	translation_status	comment	synonym_type	status_history	source	source_version	type	backtranslation	backtranslator	backtranslation_date	triager_id	translation_confidence	confidence_details	reviewer	reviewer_expertise
DISDRIV:0000003	IAO:0000115	en	A disease driver that is of biological origin.	es	Un impulsor de enfermedad que es de origen biológico.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/disdriv.owl	http://purl.obolibrary.org/obo/doid/releases/2024-04-30/imports/disdriv_import.owl	definition	A disease driver that is of biological origin.	Google Translate	2026-02-14	3b541686963ee0d	0.7666999999999999	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 70cebce5b9ab427
  diff: wordToken[66.67%]:stopwords
  score: 0.5334
- method: backtranslation-comparison
  diff: exact
  score: 1.0
"	triager	ALGORITHM
DISDRIV:0000003	IAO:0000115	en	A disease driver that is of biological origin.	es	Un factor desencadenante de enfermedad de origen biológico.	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										70cebce5b9ab427				
DISDRIV:0000003	rdfs:label	en	biological driver	es	impulsor biológico	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/disdriv.owl	http://purl.obolibrary.org/obo/doid/releases/2024-04-30/imports/disdriv_import.owl	label	biological driver	Google Translate	2026-02-14	0b1ee5d33ee1101	0.7125	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: fc7351628d64d04
  diff: wordToken[50%]
  score: 0.425
- method: backtranslation-comparison
  diff: exact
  score: 1.0
"		
DISDRIV:0000003	rdfs:label	en	biological driver	es	conductor biológico	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										fc7351628d64d04				
DISDRIV:0000004	IAO:0000115	en	A nutrient deficiency of vitamin B7 (biotin) foods like eggs, milk, and bananas.	es	Una carencia de nutrientes de vitamina B7 (biotina) alimentos como los huevos, la leche y los plátanos.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/disdriv.owl	http://purl.obolibrary.org/obo/doid/releases/2024-04-30/imports/disdriv_import.owl	definition	A deficiency of vitamin B7 (biotin) nutrients found in foods such as eggs, milk, and bananas.	Google Translate	2026-02-14	21f9e1149fc5423	0.6977500000000001	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 9a9a41cc49ca571
  diff: wordToken[92.31%]:stopwords
  score: 0.7385
- method: backtranslation-comparison
  diff: chr:punct;wordToken[90%]:stemmed|stopwords
  score: 0.657
"		
DISDRIV:0000004	IAO:0000115	en	A nutrient deficiency of vitamin B7 (biotin) foods like eggs, milk, and bananas.	es	Una deficiencia de nutrientes de vitamina B7 (biotina) en alimentos como huevos, leche y plátanos.	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										9a9a41cc49ca571				
DISDRIV:0000004	rdfs:label	en	deficiency of biotin	es	deficiencia de biotina	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/disdriv.owl	http://purl.obolibrary.org/obo/doid/releases/2024-04-30/imports/disdriv_import.owl	label	biotin deficiency	Google Translate	2026-02-14	3895b581e67ebc8	0.9	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 516b7e6462b7916
  diff: exact
  score: 1.0
- method: backtranslation-comparison
  diff: wordToken[100%]:stopwords
  score: 0.8
"	triager	ALGORITHM
DISDRIV:0000004	rdfs:label	en	deficiency of biotin	es	deficiencia de biotina	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										516b7e6462b7916				
DISDRIV:0000005	IAO:0000115	en	A nutrient deficiency.	es	Una carencia de nutrientes.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/disdriv.owl	http://purl.obolibrary.org/obo/doid/releases/2024-04-30/imports/disdriv_import.owl	definition	A lack of nutrients.	Google Translate	2026-02-14	5f84f1d753e4f41	0.5900000000000001	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: c6c19a43f6b5478
  diff: wordToken[80%]
  score: 0.68
- method: backtranslation-comparison
  diff: wordToken[66.67%]:stemmed|stopwords
  score: 0.5
"		
DISDRIV:0000005	IAO:0000115	en	A nutrient deficiency.	es	Una deficiencia de nutrientes.	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										c6c19a43f6b5478				
DISDRIV:0000005	rdfs:label	en	deficiency of choline	es	deficiencia de colina	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/disdriv.owl	http://purl.obolibrary.org/obo/doid/releases/2024-04-30/imports/disdriv_import.owl	label	choline deficiency	Google Translate	2026-02-14	34f8e5bd86b82a8	0.9	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 34501383262d881
  diff: exact
  score: 1.0
- method: backtranslation-comparison
  diff: wordToken[100%]:stopwords
  score: 0.8
"	triager	ALGORITHM
DISDRIV:0000005	rdfs:label	en	deficiency of choline	es	deficiencia de colina	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										34501383262d881				
DISDRIV:0000006	IAO:0000115	en	A disease driver that is a chemical.	es	Un impulsor de la enfermedad que es una sustancia química.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/disdriv.owl	http://purl.obolibrary.org/obo/doid/releases/2024-04-30/imports/disdriv_import.owl	definition	A disease driver that is a chemical substance.	Google Translate	2026-02-14	32d25380f88efc0	0.6869000000000001	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 0d274a44b8dfefa
  diff: wordToken[72.73%]
  score: 0.6182
- method: backtranslation-comparison
  diff: wordToken[88.89%]
  score: 0.7556
"		
DISDRIV:0000006	IAO:0000115	en	A disease driver that is a chemical.	es	Un agente causante de enfermedades que es una sustancia química.	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										0d274a44b8dfefa				
DISDRIV:0000006	rdfs:label	en	chemical driver	es	factor químico	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/disdriv.owl	http://purl.obolibrary.org/obo/doid/releases/2024-04-30/imports/disdriv_import.owl	label	chemical factor	Google Translate	2026-02-14	784129e0f896700	0.425	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: c28d584e010c397
  diff: wordToken[50%]
  score: 0.425
- method: backtranslation-comparison
  diff: wordToken[50%]
  score: 0.425
"		
DISDRIV:0000006	rdfs:label	en	chemical driver	es	conductor químico	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										c28d584e010c397				
DISDRIV:0000007	rdfs:label	en	deficiency of vitamin C	es	deficiencia de vitamina C	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/disdriv.owl	http://purl.obolibrary.org/obo/doid/releases/2024-04-30/imports/disdriv_import.owl	label	vitamin C deficiency	Google Translate	2026-02-14	c87f7d322d15688	0.9	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 670e99d09867dc2
  diff: exact
  score: 1.0
- method: backtranslation-comparison
  diff: wordToken[100%]:stopwords
  score: 0.8
"	triager	ALGORITHM
DISDRIV:0000007	rdfs:label	en	deficiency of vitamin C	es	deficiencia de vitamina C	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										670e99d09867dc2				
SYMP:0000000	IAO:0000115	en	Cellulitis is a musculoskeletal system symptom characterized as a diffuse and especially subcutaneous inflammation of connective tissue.	es	La celulitis es un síntoma del sistema musculoesquelético que se caracteriza por una inflamación difusa y especialmente subcutánea del tejido conjuntivo.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition	Cellulite is a symptom of the musculoskeletal system characterized by diffuse and especially subcutaneous inflammation of the connective tissue.	Google Translate	2026-02-14	cb0b3abe5422f8f	0.71045	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 6d9b5fe154b9be5
  diff: wordToken[91.67%]:stemmed|stopwords
  score: 0.6875
- method: backtranslation-comparison
  diff: wordToken[91.67%]:stopwords
  score: 0.7334
"		
SYMP:0000000	IAO:0000115	en	Cellulitis is a musculoskeletal system symptom characterized as a diffuse and especially subcutaneous inflammation of connective tissue.	es	La celulitis es un síntoma del sistema musculoesquelético caracterizado como una inflamación difusa y especialmente subcutánea del tejido conectivo.	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										6d9b5fe154b9be5				
SYMP:0000000	rdfs:label	en	cellulitis	es	celulitis	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	label	cellulitis	Google Translate	2026-02-14	c00fb7f4bb4a763	1	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: f7c015134016e60
  diff: exact
  score: 1.0
- method: backtranslation-comparison
  diff: exact
  score: 1.0
"	triager	ALGORITHM
SYMP:0000000	rdfs:label	en	cellulitis	es	celulitis	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										f7c015134016e60				
SYMP:0000001	oboInOwl:hasExactSynonym	en	stomach cramp	es	calambres estomacales	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	syn	stomach cramps	Google Translate	2026-02-14	c39c47a89f3f948	0.9	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 06ef097ea0cb2fd
  diff: exact
  score: 1.0
- method: backtranslation-comparison
  diff: wordToken[100%]:stemmed
  score: 0.8
"	triager	ALGORITHM
SYMP:0000001	oboInOwl:hasExactSynonym	en	stomach cramp	es	calambres estomacales	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										06ef097ea0cb2fd				
SYMP:0000001	rdfs:label	en	abdominal cramp	es	calambre abdominal	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	label	abdominal cramp	Google Translate	2026-02-14	ca7efaf3e5f4a50	1	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 547286386d5e0ac
  diff: exact
  score: 1.0
- method: backtranslation-comparison
  diff: exact
  score: 1.0
"	triager	ALGORITHM
SYMP:0000001	rdfs:label	en	abdominal cramp	es	calambre abdominal	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										547286386d5e0ac				
SYMP:0000002	rdfs:label	en	abdominal distention	es	distensión abdominal	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	label	abdominal distension	Google Translate	2026-02-14	0c153ead3a989f5	0.7125	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 69dd4c75981ebf4
  diff: exact
  score: 1.0
- method: backtranslation-comparison
  diff: wordToken[50%]
  score: 0.425
"		
SYMP:0000002	rdfs:label	en	abdominal distention	es	distensión abdominal	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										69dd4c75981ebf4				
SYMP:0000005	IAO:0000115	en	A neurological and physiological symptom that is characterized by an inability to coordinate voluntary muscular movements that is symptomatic of some nervous disorders.	es	Un síntoma neurológico y fisiológico que se caracteriza por una incapacidad para coordinar los movimientos musculares voluntarios y que es sintomático de algunos trastornos nerviosos.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition	A neurological and physiological symptom characterized by an inability to coordinate voluntary muscle movements and which is symptomatic of some nervous disorders.	Google Translate	2026-02-14	f62c1e40dbac2d8	0.76925	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 636c3b0e5649c6b
  diff: wordToken[100%]:stopwords
  score: 0.8
- method: backtranslation-comparison
  diff: wordToken[92.31%]:stopwords
  score: 0.7385
"	triager	ALGORITHM
SYMP:0000005	IAO:0000115	en	A neurological and physiological symptom that is characterized by an inability to coordinate voluntary muscular movements that is symptomatic of some nervous disorders.	es	Un síntoma neurológico y fisiológico que se caracteriza por una incapacidad para coordinar movimientos musculares voluntarios que es sintomático de algunos trastornos nerviosos.	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										636c3b0e5649c6b				
SYMP:0000005	oboInOwl:hasExactSynonym	en	uncoordination	es	descoordinación	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	syn	lack of coordination	Google Translate	2026-02-14	ad1bccba10a217d	0	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 09c92bda8ff687a
  diff: .na.character
  score: 0.0
- method: backtranslation-comparison
  diff: .na.character
  score: 0.0
"		
SYMP:0000005	oboInOwl:hasExactSynonym	en	uncoordination	es	falta de coordinación	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										09c92bda8ff687a				
SYMP:0000005	rdfs:label	en	ataxia	es	ataxia	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	label	ataxia	Google Translate	2026-02-14	9402f72243a4ae0	1	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 3b0060b9c78d5e1
  diff: exact
  score: 1.0
- method: backtranslation-comparison
  diff: exact
  score: 1.0
"	triager	ALGORITHM
SYMP:0000005	rdfs:label	en	ataxia	es	ataxia	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										3b0060b9c78d5e1				
SYMP:0000006	IAO:0000115	en	A pain that is characterized by occurring in the lower back.	es	Un dolor que se caracteriza por producirse en la zona lumbar.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition	A pain that is characterized by occurring in the lumbar region.	Google Translate	2026-02-14	9ef124ed061c1f9	0.6091500000000001	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 7010c54f471b8b7
  diff: wordToken[60%]
  score: 0.51
- method: backtranslation-comparison
  diff: wordToken[83.33%]
  score: 0.7083
"		
SYMP:0000006	IAO:0000115	en	A pain that is characterized by occurring in the lower back.	es	Un dolor que se caracteriza por presentarse en la parte baja de la espalda.	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										7010c54f471b8b7				
SYMP:0000006	oboInOwl:hasExactSynonym	en	back pain	es	dolor de espalda	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	syn	backache	Google Translate	2026-02-14	098b81e70a18dc2	0.5	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 6acc12755799fa8
  diff: exact
  score: 1.0
- method: backtranslation-comparison
  diff: .na.character
  score: 0.0
"		
SYMP:0000006	oboInOwl:hasExactSynonym	en	back pain	es	dolor de espalda	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										6acc12755799fa8				
SYMP:0000006	rdfs:label	en	backache	es	dolor de espalda	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	label	backache	Google Translate	2026-02-14	dcaf570d817e8ed	1	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 92febf9937dec66
  diff: exact
  score: 1.0
- method: backtranslation-comparison
  diff: exact
  score: 1.0
"	triager	ALGORITHM
SYMP:0000006	rdfs:label	en	backache	es	dolor de espalda	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										92febf9937dec66				
SYMP:0000007	IAO:0000115	en	A general symptom that is characterized as an act, instance, or result of being bled or the process by which something is bled: as a the escape of blood from vessels.	es	Un síntoma general que se caracteriza por ser un acto, instancia o resultado de ser sangrado o el proceso por el que algo es sangrado: como el escape de sangre de los vasos.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition	A general symptom characterized by being an act, instance, or result of being bled, or the process by which something is bled: such as the escape of blood from the vessels.	Google Translate	2026-02-14	63a9568cf7c2671	0.6894	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 4b5bfd350878aa1
  diff: wordToken[82.35%]:stopwords
  score: 0.6588
- method: backtranslation-comparison
  diff: chr:punct;wordToken[92.31%]:stopwords
  score: 0.72
"		
SYMP:0000007	IAO:0000115	en	A general symptom that is characterized as an act, instance, or result of being bled or the process by which something is bled: as a the escape of blood from vessels.	es	Un síntoma general que se caracteriza como un acto, instancia o resultado de un sangrado o el proceso por el cual algo se sangra: como el escape de sangre de los vasos.	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										4b5bfd350878aa1				
SYMP:0000007	rdfs:label	en	bleeding	es	hemorragia	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	label	hemorrhage	Google Translate	2026-02-14	9fc2f0bbc200d04	0	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: e07bf3366c3c3d9
  diff: .na.character
  score: 0.0
- method: backtranslation-comparison
  diff: .na.character
  score: 0.0
"		
SYMP:0000007	rdfs:label	en	bleeding	es	sangría	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										e07bf3366c3c3d9				
SYMP:0000008	rdfs:label	en	blindness	es	ceguera	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	label	blindness	Google Translate	2026-02-14	3158c1eee89c78c	1	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: f0cf9df120073d8
  diff: exact
  score: 1.0
- method: backtranslation-comparison
  diff: exact
  score: 1.0
"	triager	ALGORITHM
SYMP:0000008	rdfs:label	en	blindness	es	ceguera	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										f0cf9df120073d8				
